Reading benchmark file: ./data/s38584.bench
Benchmark Name: s38584.1
INPUT: 1464
NOT: 7805
AND: 5516
NAND: 2126
OR: 2621
NOR: 1185
DFF: 1426
STEM: 17715
Total Gates: 39858


Starting ATPG using PODEM ...
Current Fault: g6287/SA1.......................Tested (0.420646 s)
Current Fault: g6287/SA0.......................Tested (0.430622 s)
Current Fault: g1500/SA1.......................Tested (0.0418857 s)
Current Fault: g1500/SA0.......................Tested (0.0368615 s)
Current Fault: g2563/SA1.......................Tested (0.071906 s)
Current Fault: g2563/SA0.......................Tested (0.0735898 s)
Current Fault: g4776/SA1.......................Tested (0.515569 s)
Current Fault: g4776/SA0.......................Tested (0.541494 s)
Current Fault: g4593/SA1.......................Tested (0.411012 s)
Current Fault: g4593/SA0.......................Tested (0.430084 s)
Current Fault: g6199/SA1.......................Tested (0.107091 s)
Current Fault: g6199/SA0.......................Tested (0.116448 s)
Current Fault: g2295/SA1.......................Tested (0.220883 s)
Current Fault: g2295/SA0.......................Tested (0.228166 s)
Current Fault: g1384/SA1.......................Tested (0.260933 s)
Current Fault: g1384/SA0.......................Tested (0.274551 s)
Current Fault: g1339/SA1.......................Tested (0.339761 s)
Current Fault: g1339/SA0.......................Tested (0.326837 s)
Current Fault: g5180/SA1.......................Tested (0.267074 s)
Current Fault: g5180/SA0.......................Tested (0.2575 s)
Current Fault: g2844/SA1.......................Tested (0.517213 s)
Current Fault: g2844/SA0.......................Tested (0.515499 s)
Current Fault: g1024/SA1.......................Tested (0.446127 s)
Current Fault: g1024/SA0.......................Tested (0.436615 s)
Current Fault: g5591/SA1.......................Tested (0.416526 s)
Current Fault: g5591/SA0.......................Tested (0.401994 s)
Current Fault: g3598/SA1.......................Tested (0.399709 s)
Current Fault: g3598/SA0.......................Tested (0.412437 s)
Current Fault: g4264/SA1.......................Tested (0.150307 s)
Current Fault: g4264/SA0.......................Tested (0.152301 s)
Current Fault: g767/SA1........................Tested (0.142821 s)
Current Fault: g767/SA0........................Tested (0.150738 s)
Current Fault: g5853/SA1.......................Tested (0.515218 s)
Current Fault: g5853/SA0.......................Tested (0.522956 s)
Current Fault: g3321/SA1.......................Tested (0.0384851 s)
Current Fault: g3321/SA0.......................Tested (0.041578 s)
Current Fault: g2089/SA1.......................Tested (0.286128 s)
Current Fault: g2089/SA0.......................Tested (0.30182 s)
Current Fault: g4933/SA1.......................Tested (0.442151 s)
Current Fault: g4933/SA0.......................Tested (0.448471 s)
Current Fault: g4521/SA1.......................Tested (0.0802108 s)
Current Fault: g4521/SA0.......................Tested (0.0702964 s)
Current Fault: g5507/SA1.......................Tested (0.549416 s)
Current Fault: g5507/SA0.......................Tested (0.549316 s)
Current Fault: g3625/SA1.......................Tested (0.0422675 s)
Current Fault: g3625/SA0.......................Tested (0.0381245 s)
Current Fault: g6291/SA1.......................Tested (0.410298 s)
Current Fault: g6291/SA0.......................Tested (0.407866 s)
Current Fault: g294/SA1........................Tested (0.664452 s)
Current Fault: g294/SA0........................Tested (0.678447 s)
Current Fault: g5559/SA1.......................Tested (0.113038 s)
Current Fault: g5559/SA0.......................Tested (0.111011 s)
Current Fault: g5794/SA1.......................Tested (0.0374393 s)
Current Fault: g5794/SA0.......................Tested (0.03845 s)
Current Fault: g6144/SA1.......................Tested (0.0405209 s)
Current Fault: g6144/SA0.......................Tested (0.0393046 s)
Current Fault: g3813/SA1.......................Tested (0.333323 s)
Current Fault: g3813/SA0.......................Tested (0.337881 s)
Current Fault: g562/SA1........................Tested (0.192892 s)
Current Fault: g562/SA0........................Tested (0.178318 s)
Current Fault: g608/SA1........................Tested (0.148147 s)
Current Fault: g608/SA0........................Tested (0.152157 s)
Current Fault: g1205/SA1.......................Tested (0.618854 s)
Current Fault: g1205/SA0.......................Tested (0.635477 s)
Current Fault: g3909/SA1.......................Tested (0.365801 s)
Current Fault: g3909/SA0.......................Tested (0.371851 s)
Current Fault: g6259/SA1.......................Tested (0.446423 s)
Current Fault: g6259/SA0.......................Tested (0.445499 s)
Current Fault: g5905/SA1.......................Tested (0.413063 s)
Current Fault: g5905/SA0.......................Tested (0.402765 s)
Current Fault: g921/SA1........................Tested (0.221181 s)
Current Fault: g921/SA0........................Tested (0.228493 s)
Current Fault: g2955/SA1.......................Tested (0.99488 s)
Current Fault: g2955/SA0.......................Tested (1.00672 s)
Current Fault: g203/SA1........................Tested (0.254759 s)
Current Fault: g203/SA0........................Tested (0.264811 s)
Current Fault: g6088/SA1.......................Tested (0.368349 s)
Current Fault: g6088/SA0.......................Tested (0.376761 s)
Current Fault: g1099/SA1.......................Tested (0.40413 s)
Current Fault: g1099/SA0.......................Tested (0.41299 s)
Current Fault: g4878/SA1.......................Tested (0.442 s)
Current Fault: g4878/SA0.......................Tested (0.445326 s)
Current Fault: g5204/SA1.......................Tested (0.459894 s)
Current Fault: g5204/SA0.......................Tested (0.438759 s)
Current Fault: g5630/SA1.......................Tested (0.0397843 s)
Current Fault: g5630/SA0.......................Tested (0.0401986 s)
Current Fault: g3606/SA1.......................Tested (0.403815 s)
Current Fault: g3606/SA0.......................Tested (0.406734 s)
Current Fault: g1926/SA1.......................Tested (0.345341 s)
Current Fault: g1926/SA0.......................Tested (0.323596 s)
Current Fault: g6215/SA1.......................Tested (0.146355 s)
Current Fault: g6215/SA0.......................Tested (0.148483 s)
Current Fault: g3586/SA1.......................Tested (0.1113 s)
Current Fault: g3586/SA0.......................Tested (0.109539 s)
Current Fault: g291/SA1........................Tested (0.516598 s)
Current Fault: g291/SA0........................Tested (0.52598 s)
Current Fault: g4674/SA1.......................Tested (0.254612 s)
Current Fault: g4674/SA0.......................Tested (0.265961 s)
Current Fault: g3570/SA1.......................Tested (0.443395 s)
Current Fault: g3570/SA0.......................Tested (0.454465 s)
Current Fault: g640/SA1........................Tested (0.0362104 s)
Current Fault: g640/SA0........................Tested (0.0378394 s)
Current Fault: g5969/SA1.......................Tested (0.0383512 s)
Current Fault: g5969/SA0.......................Tested (0.0382097 s)
Current Fault: g1862/SA1.......................Tested (0.388654 s)
Current Fault: g1862/SA0.......................Tested (0.383813 s)
Current Fault: g676/SA1........................Tested (0.557663 s)
Current Fault: g676/SA0........................Tested (0.564477 s)
Current Fault: g843/SA1........................Tested (0.289727 s)
Current Fault: g843/SA0........................Tested (0.302316 s)
Current Fault: g4132/SA1.......................Tested (0.0722772 s)
Current Fault: g4132/SA0.......................Tested (0.0768692 s)
Current Fault: g4332/SA1.......................Tested (0.417105 s)
Current Fault: g4332/SA0.......................Tested (0.406164 s)
Current Fault: g4153/SA1.......................Tested (0.139089 s)
Current Fault: g4153/SA0.......................Tested (0.133896 s)
Current Fault: g5666/SA1.......................Tested (0.0344458 s)
Current Fault: g5666/SA0.......................Tested (0.0397026 s)
Current Fault: g6336/SA1.......................Tested (0.212737 s)
Current Fault: g6336/SA0.......................Tested (0.213386 s)
Current Fault: g622/SA1........................Tested (0.529728 s)
Current Fault: g622/SA0........................Tested (0.535169 s)
Current Fault: g3506/SA1.......................Tested (0.244893 s)
Current Fault: g3506/SA0.......................Tested (0.252154 s)
Current Fault: g4558/SA1.......................Tested (0.0709236 s)
Current Fault: g4558/SA0.......................Tested (0.0777169 s)
Current Fault: g6065/SA1.......................Tested (0.170122 s)
Current Fault: g6065/SA0.......................Tested (0.179898 s)
Current Fault: g6322/SA1.......................Tested (0.037343 s)
Current Fault: g6322/SA0.......................Tested (0.0371019 s)
Current Fault: g3111/SA1.......................Tested (0.320767 s)
Current Fault: g3111/SA0.......................Tested (0.333232 s)
Current Fault: g117/SA1........................Tested (0.034637 s)
Current Fault: g117/SA0........................Tested (0.0374233 s)
Current Fault: g2837/SA1.......................Tested (0.104708 s)
Current Fault: g2837/SA0.......................Tested (0.104635 s)
Current Fault: g939/SA1........................Tested (0.405337 s)
Current Fault: g939/SA0........................Tested (0.38636 s)
Current Fault: g278/SA1........................Tested (0.563627 s)
Current Fault: g278/SA0........................Tested (0.551469 s)
Current Fault: g4492/SA1.......................Tested (0.29678 s)
Current Fault: g4492/SA0.......................Tested (0.28023 s)
Current Fault: g4864/SA1.......................Tested (0.437378 s)
Current Fault: g4864/SA0.......................Tested (0.45495 s)
Current Fault: g1036/SA1.......................Tested (0.434399 s)
Current Fault: g1036/SA0.......................Tested (0.465519 s)
Current Fault: g128/SA1........................Tested (0.0477294 s)
Current Fault: g128/SA0........................Tested (0.0430304 s)
Current Fault: g1178/SA1.......................Tested (0.0890319 s)
Current Fault: g1178/SA0.......................Tested (0.0857524 s)
Current Fault: g3239/SA1.......................Tested (0.403035 s)
Current Fault: g3239/SA0.......................Tested (0.399439 s)
Current Fault: g718/SA1........................Tested (0.326512 s)
Current Fault: g718/SA0........................Tested (0.33596 s)
Current Fault: g6195/SA1.......................Tested (0.228615 s)
Current Fault: g6195/SA0.......................Tested (0.193419 s)
Current Fault: g1135/SA1.......................Tested (0.328045 s)
Current Fault: g1135/SA0.......................Tested (0.322055 s)
Current Fault: g6137/SA1.......................Tested (0.116996 s)
Current Fault: g6137/SA0.......................Tested (0.125292 s)
Current Fault: g6395/SA1.......................Tested (0.439632 s)
Current Fault: g6395/SA0.......................Tested (0.432378 s)
Current Fault: g3380/SA1.......................Tested (0.418558 s)
Current Fault: g3380/SA0.......................Tested (0.39895 s)
Current Fault: g5343/SA1.......................Tested (0.0482042 s)
Current Fault: g5343/SA0.......................Tested (0.044268 s)
Current Fault: g554/SA1........................Tested (0.156586 s)
Current Fault: g554/SA0........................Tested (0.160261 s)
Current Fault: g496/SA1........................Tested (0.0903227 s)
Current Fault: g496/SA0........................Tested (0.0855595 s)
Current Fault: g3853/SA1.......................Tested (0.116097 s)
Current Fault: g3853/SA0.......................Tested (0.1208 s)
Current Fault: g5134/SA1.......................Tested (0.435158 s)
Current Fault: g5134/SA0.......................Tested (0.417571 s)
Current Fault: g1422/SA1.......................Tested (0.0497311 s)
Current Fault: g1422/SA0.......................Tested (0.0430159 s)
Current Fault: g3794/SA1.......................Tested (0.0480422 s)
Current Fault: g3794/SA0.......................Tested (0.0440143 s)
Current Fault: g2485/SA1.......................Tested (0.281039 s)
Current Fault: g2485/SA0.......................Tested (0.267969 s)
Current Fault: g925/SA1........................Tested (0.408992 s)
Current Fault: g925/SA0........................Tested (0.394576 s)
Current Fault: g48/SA1.........................Tested (0.120692 s)
Current Fault: g48/SA0.........................Tested (0.11459 s)
Current Fault: g5555/SA1.......................Tested (0.460342 s)
Current Fault: g5555/SA0.......................Tested (0.42242 s)
Current Fault: g878/SA1........................Tested (0.0484801 s)
Current Fault: g878/SA0........................Tested (0.0455595 s)
Current Fault: g1798/SA1.......................Tested (0.614762 s)
Current Fault: g1798/SA0.......................Tested (0.62773 s)
Current Fault: g4076/SA1.......................Tested (0.401968 s)
Current Fault: g4076/SA0.......................Tested (0.372401 s)
Current Fault: g2941/SA1.......................Tested (0.179955 s)
Current Fault: g2941/SA0.......................Tested (0.186875 s)
Current Fault: g3905/SA1.......................Tested (0.418673 s)
Current Fault: g3905/SA0.......................Tested (0.389073 s)
Current Fault: g763/SA1........................Tested (0.559103 s)
Current Fault: g763/SA0........................Tested (0.590654 s)
Current Fault: g6255/SA1.......................Tested (0.397966 s)
Current Fault: g6255/SA0.......................Tested (0.398618 s)
Current Fault: g4375/SA1.......................Tested (0.297823 s)
Current Fault: g4375/SA0.......................Tested (0.312815 s)
Current Fault: g4871/SA1.......................Tested (0.449144 s)
Current Fault: g4871/SA0.......................Tested (0.44466 s)
Current Fault: g4722/SA1.......................Tested (0.0936456 s)
Current Fault: g4722/SA0.......................Tested (0.0819772 s)
Current Fault: g590/SA1........................Tested (0.544969 s)
Current Fault: g590/SA0........................Tested (0.539652 s)
Current Fault: g6692/SA1.......................Tested (0.0401835 s)
Current Fault: g6692/SA0.......................Tested (0.0369709 s)
Current Fault: g1632/SA1.......................Tested (0.115031 s)
Current Fault: g1632/SA0.......................Tested (0.120725 s)
Current Fault: g5313/SA1.......................Tested (0.0423699 s)
Current Fault: g5313/SA0.......................Tested (0.0473407 s)
Current Fault: g3100/SA1.......................Tested (0.0823519 s)
Current Fault: g3100/SA0.......................Tested (0.087126 s)
Current Fault: g1495/SA1.......................Tested (0.0888287 s)
Current Fault: g1495/SA0.......................Tested (0.0900138 s)
Current Fault: g6497/SA1.......................Tested (0.195368 s)
Current Fault: g6497/SA0.......................Tested (0.18014 s)
Current Fault: g1437/SA1.......................Tested (0.316598 s)
Current Fault: g1437/SA0.......................Tested (0.275722 s)
Current Fault: g6154/SA1.......................Tested (0.306326 s)
Current Fault: g6154/SA0.......................Tested (0.305861 s)
Current Fault: g1579/SA1.......................Tested (0.226633 s)
Current Fault: g1579/SA0.......................Tested (0.2006 s)
Current Fault: g5567/SA1.......................Tested (0.0794254 s)
Current Fault: g5567/SA0.......................Tested (0.0822027 s)
Current Fault: g1752/SA1.......................Tested (0.30388 s)
Current Fault: g1752/SA0.......................Tested (0.286166 s)
Current Fault: g1917/SA1.......................Tested (0.565743 s)
Current Fault: g1917/SA0.......................Tested (0.596508 s)
Current Fault: g744/SA1........................Tested (0.729584 s)
Current Fault: g744/SA0........................Tested (0.67037 s)
Current Fault: g3040/SA1.......................Tested (0.380072 s)
Current Fault: g3040/SA0.......................Tested (0.393768 s)
Current Fault: g4737/SA1.......................Tested (0.0770044 s)
Current Fault: g4737/SA0.......................Tested (0.0986375 s)
Current Fault: g4809/SA1.......................Tested (0.0506265 s)
Current Fault: g4809/SA0.......................Tested (0.0491263 s)
Current Fault: g6267/SA1.......................Tested (0.457521 s)
Current Fault: g6267/SA0.......................Tested (0.395072 s)
Current Fault: g3440/SA1.......................Tested (0.182436 s)
Current Fault: g3440/SA0.......................Tested (0.18274 s)
Current Fault: g3969/SA1.......................Tested (0.0467057 s)
Current Fault: g3969/SA0.......................Tested (0.0426615 s)
Current Fault: g1442/SA1.......................Tested (0.263063 s)
Current Fault: g1442/SA0.......................Tested (0.266929 s)
Current Fault: g5965/SA1.......................Tested (0.345654 s)
Current Fault: g5965/SA0.......................Tested (0.340104 s)
Current Fault: g4477/SA1.......................Tested (0.0836501 s)
Current Fault: g4477/SA0.......................Tested (0.0825679 s)
Current Fault: g1233/SA1.......................Tested (0.043156 s)
Current Fault: g1233/SA0.......................Tested (0.040532 s)
Current Fault: g4643/SA1.......................Tested (0.0814386 s)
Current Fault: g4643/SA0.......................Tested (0.0868744 s)
Current Fault: g5264/SA1.......................Tested (0.0787715 s)
Current Fault: g5264/SA0.......................Tested (0.0747611 s)
Current Fault: g6329/SA1.......................Tested (0.0382752 s)
Current Fault: g6329/SA0.......................Tested (0.0457475 s)
Current Fault: g2610/SA1.......................Tested (0.399059 s)
Current Fault: g2610/SA0.......................Tested (0.366113 s)
Current Fault: g5160/SA1.......................Tested (0.566339 s)
Current Fault: g5160/SA0.......................Tested (0.549488 s)
Current Fault: g5360/SA1.......................Tested (0.15244 s)
Current Fault: g5360/SA0.......................Tested (0.149184 s)
Current Fault: g5933/SA1.......................Tested (0.403544 s)
Current Fault: g5933/SA0.......................Tested (0.409844 s)
Current Fault: g1454/SA1.......................Tested (0.297935 s)
Current Fault: g1454/SA0.......................Tested (0.304743 s)
Current Fault: g753/SA1........................Tested (0.764087 s)
Current Fault: g753/SA0........................Tested (0.740692 s)
Current Fault: g1296/SA1.......................Tested (0.444512 s)
Current Fault: g1296/SA0.......................Tested (0.420506 s)
Current Fault: g3151/SA1.......................Tested (0.127034 s)
Current Fault: g3151/SA0.......................Tested (0.119742 s)
Current Fault: g2980/SA1.......................Tested (0.50385 s)
Current Fault: g2980/SA0.......................Tested (0.511369 s)
Current Fault: g6727/SA1.......................Tested (0.113929 s)
Current Fault: g6727/SA0.......................Tested (0.106114 s)
Current Fault: g3530/SA1.......................Tested (0.200432 s)
Current Fault: g3530/SA0.......................Tested (0.18929 s)
Current Fault: g4742/SA1.......................Not Tested (0.203114 s)
Current Fault: g4742/SA0.......................Not Tested (0.19293 s)
Current Fault: g4104/SA1.......................Tested (0.157155 s)
Current Fault: g4104/SA0.......................Tested (0.175606 s)
Current Fault: g1532/SA1.......................Tested (0.466847 s)
Current Fault: g1532/SA0.......................Tested (0.506447 s)
Current Fault: g4304/SA1.......................Tested (0.0450322 s)
Current Fault: g4304/SA0.......................Tested (0.0470756 s)
Current Fault: g2177/SA1.......................Tested (0.103369 s)
Current Fault: g2177/SA0.......................Tested (0.101691 s)
Current Fault: g3010/SA1.......................Tested (0.231707 s)
Current Fault: g3010/SA0.......................Tested (0.244817 s)
Current Fault: g52/SA1.........................Tested (0.117529 s)
Current Fault: g52/SA0.........................Tested (0.129719 s)
Current Fault: g4754/SA1.......................Tested (0.185238 s)
Current Fault: g4754/SA0.......................Tested (0.200586 s)
Current Fault: g1189/SA1.......................Tested (0.461973 s)
