Reading benchmark file: ./data/s820.bench
Benchmark Name: s820
INPUT: 23
NOT: 33
AND: 76
NAND: 54
OR: 60
NOR: 66
DFF: 5
STEM: 508
Total Gates: 825


Starting ATPG using PODEM ...
Current Fault: G168/SA1........................Tested (0.00221371 s)
Current Fault: G168/SA0........................Tested (0.00223404 s)
Current Fault: G124/SA1........................Tested (0.00207134 s)
Current Fault: G124/SA0........................Tested (0.00189641 s)
Current Fault: G125/SA1........................Tested (0.00195086 s)
Current Fault: G125/SA0........................Tested (0.00175415 s)
Current Fault: I130/SA1........................Tested (0.00230766 s)
Current Fault: I130/SA0........................Tested (0.00209263 s)
Current Fault: G267/SA1........................Tested (0.0021037 s)
Current Fault: G267/SA0........................Tested (0.00210571 s)
Current Fault: G281/SA1........................Tested (0.00139768 s)
Current Fault: G281/SA0........................Tested (0.00142859 s)
Current Fault: G100/SA1........................Tested (0.00125345 s)
Current Fault: G100/SA0........................Tested (0.00122951 s)
Current Fault: G97/SA1.........................Tested (0.00124935 s)
Current Fault: G97/SA0.........................Tested (0.00125649 s)
Current Fault: G94/SA1.........................Tested (0.00232306 s)
Current Fault: G94/SA0.........................Tested (0.00220293 s)
Current Fault: G88/SA1.........................Tested (0.00182883 s)
Current Fault: G88/SA0.........................Tested (0.00191261 s)
Current Fault: G91/SA1.........................Tested (0.00189956 s)
Current Fault: G91/SA0.........................Tested (0.00187713 s)
Current Fault: I198/SA1........................Tested (0.00146855 s)
Current Fault: I198/SA0........................Tested (0.0016326 s)
Current Fault: G280/SA1........................Tested (0.00212259 s)
Current Fault: G280/SA0........................Tested (0.00219716 s)
Current Fault: I127/SA1........................Tested (0.00228876 s)
Current Fault: I127/SA0........................Tested (0.00229195 s)
Current Fault: G318/SA1........................Tested (0.000703272 s)
Current Fault: G318/SA0........................Tested (0.00104896 s)
Current Fault: G246/SA1........................Tested (0.00146909 s)
Current Fault: G246/SA0........................Tested (0.00144666 s)
Current Fault: G119/SA1........................Tested (0.00127475 s)
Current Fault: G119/SA0........................Tested (0.00161721 s)
Current Fault: G317/SA1........................Tested (0.000751763 s)
Current Fault: G317/SA0........................Tested (0.000750633 s)
Current Fault: G143/SA1........................Tested (0.000928084 s)
Current Fault: G143/SA0........................Tested (0.00105339 s)
Current Fault: G237/SA1........................Tested (0.00214864 s)
Current Fault: G237/SA0........................Tested (0.00175519 s)
Current Fault: G216/SA1........................Tested (0.00167572 s)
Current Fault: G216/SA0........................Tested (0.00168038 s)
Current Fault: G313/SA1........................Tested (0.0009765 s)
Current Fault: G313/SA0........................Tested (0.000952913 s)
Current Fault: G183/SA1........................Tested (0.00207965 s)
Current Fault: G183/SA0........................Tested (0.000897758 s)
Current Fault: G145/SA1........................Tested (0.00125457 s)
Current Fault: G145/SA0........................Tested (0.0008647 s)
Current Fault: G107/SA1........................Tested (0.00145813 s)
Current Fault: G107/SA0........................Tested (0.0016714 s)
Current Fault: G243/SA1........................Tested (0.00127179 s)
Current Fault: G243/SA0........................Tested (0.00125569 s)
Current Fault: G319/SA1........................Tested (0.000902162 s)
Current Fault: G319/SA0........................Tested (0.000717336 s)
Current Fault: G287/SA1........................Tested (0.00128301 s)
Current Fault: G287/SA0........................Tested (0.00127904 s)
Current Fault: G190/SA1........................Tested (0.00141665 s)
Current Fault: G190/SA0........................Tested (0.00159292 s)
Current Fault: G162/SA1........................Tested (0.00145037 s)
Current Fault: G162/SA0........................Tested (0.00146813 s)
Current Fault: G215/SA1........................Tested (0.00107251 s)
Current Fault: G215/SA0........................Tested (0.00146011 s)
Current Fault: G250/SA1........................Tested (0.00178024 s)
Current Fault: G250/SA0........................Tested (0.00144193 s)
Current Fault: G189/SA1........................Tested (0.00143389 s)
Current Fault: G189/SA0........................Tested (0.00149201 s)
Current Fault: G188/SA1........................Tested (0.00152823 s)
Current Fault: G188/SA0........................Tested (0.00152439 s)
Current Fault: G195/SA1........................Tested (0.00135566 s)
Current Fault: G195/SA0........................Tested (0.0019168 s)
Current Fault: G161/SA1........................Tested (0.00143938 s)
Current Fault: G161/SA0........................Tested (0.00146145 s)
Current Fault: G163/SA1........................Tested (0.0013946 s)
Current Fault: G163/SA0........................Tested (0.00148204 s)
Current Fault: G144/SA1........................Tested (0.0012631 s)
Current Fault: G144/SA0........................Tested (0.000870394 s)
Current Fault: G120/SA1........................Tested (0.000876907 s)
Current Fault: G120/SA0........................Tested (0.00108332 s)
Current Fault: G328/SA1........................Tested (0.00119269 s)
Current Fault: G328/SA0........................Tested (0.00118128 s)
Current Fault: G140/SA1........................Tested (0.00130983 s)
Current Fault: G140/SA0........................Tested (0.00127805 s)
Current Fault: G73/SA1.........................Tested (0.00143873 s)
Current Fault: G73/SA0.........................Tested (0.00106024 s)
Current Fault: G111/SA1........................Tested (0.00164008 s)
Current Fault: G111/SA0........................Tested (0.0017644 s)
Current Fault: G239/SA1........................Tested (0.00143039 s)
Current Fault: G239/SA0........................Tested (0.00124358 s)
Current Fault: G115/SA1........................Tested (0.00145913 s)
Current Fault: G115/SA0........................Tested (0.0012949 s)
Current Fault: G229/SA1........................Tested (0.00221514 s)
Current Fault: G229/SA0........................Tested (0.0024875 s)
Current Fault: G247/SA1........................Tested (0.00172391 s)
Current Fault: G247/SA0........................Tested (0.00143572 s)
Current Fault: G228/SA1........................Tested (0.00231539 s)
Current Fault: G228/SA0........................Tested (0.00231559 s)
Current Fault: G59/SA1.........................Tested (0.000941582 s)
Current Fault: G59/SA0.........................Tested (0.00109933 s)
Current Fault: G199/SA1........................Tested (0.00136399 s)
Current Fault: G199/SA0........................Tested (0.0014814 s)
Current Fault: G166/SA1........................Tested (0.00130454 s)
Current Fault: G166/SA0........................Tested (0.00145532 s)
Current Fault: G118/SA1........................Tested (0.00130447 s)
Current Fault: G118/SA0........................Tested (0.00145774 s)
Current Fault: G178/SA1........................Tested (0.00165074 s)
Current Fault: G178/SA0........................Tested (0.00219184 s)
Current Fault: G123/SA1........................Tested (0.00180484 s)
Current Fault: G123/SA0........................Tested (0.00162079 s)
Current Fault: G225/SA1........................Tested (0.00211296 s)
Current Fault: G225/SA0........................Tested (0.0015187 s)
Current Fault: G113/SA1........................Tested (0.00251814 s)
Current Fault: G113/SA0........................Tested (0.00190455 s)
Current Fault: G132/SA1........................Tested (0.00241318 s)
Current Fault: G132/SA0........................Tested (0.00194705 s)
Current Fault: G170/SA1........................Tested (0.00206074 s)
Current Fault: G170/SA0........................Tested (0.00219735 s)
Current Fault: G133/SA1........................Tested (0.00222071 s)
Current Fault: G133/SA0........................Tested (0.00187761 s)
Current Fault: G169/SA1........................Tested (0.00191842 s)
Current Fault: G169/SA0........................Tested (0.00234418 s)
Current Fault: G214/SA1........................Tested (0.0013677 s)
Current Fault: G214/SA0........................Tested (0.00357086 s)
Current Fault: G182/SA1........................Tested (0.00146823 s)
Current Fault: G182/SA0........................Tested (0.00113133 s)
Current Fault: G238/SA1........................Tested (0.0015423 s)
Current Fault: G238/SA0........................Tested (0.00143492 s)
Current Fault: G147/SA1........................Tested (0.00148765 s)
Current Fault: G147/SA0........................Tested (0.0018353 s)
Current Fault: G74/SA1.........................Tested (0.00146558 s)
Current Fault: G74/SA0.........................Tested (0.001634 s)
Current Fault: G301/SA1........................Tested (0.0014879 s)
Current Fault: G301/SA0........................Tested (0.000756732 s)
Current Fault: G142/SA1........................Tested (0.000971603 s)
Current Fault: G142/SA0........................Tested (0.0011044 s)
Current Fault: G279/SA1........................Tested (0.00128635 s)
Current Fault: G279/SA0........................Tested (0.00145904 s)
Current Fault: G136/SA1........................Tested (0.00109308 s)
Current Fault: G136/SA0........................Tested (0.00110892 s)
Current Fault: G196/SA1........................Tested (0.00216298 s)
Current Fault: G196/SA0........................Tested (0.00255267 s)
Current Fault: G177/SA1........................Tested (0.00180301 s)
Current Fault: G177/SA0........................Tested (0.0013639 s)
Current Fault: G137/SA1........................Tested (0.000770093 s)
Current Fault: G137/SA0........................Tested (0.00116026 s)
Current Fault: G50/SA1.........................Tested (0.000962877 s)
Current Fault: G50/SA0.........................Tested (0.000910774 s)
Current Fault: G56/SA1.........................Tested (0.00114361 s)
Current Fault: G56/SA0.........................Tested (0.000565488 s)
Current Fault: G297/SA1........................Tested (0.000948627 s)
Current Fault: G297/SA0........................Tested (0.000374274 s)
Current Fault: G314/SA1........................Tested (0.00109332 s)
Current Fault: G314/SA0........................Tested (0.000572242 s)
Current Fault: G253/SA1........................Tested (0.00130908 s)
Current Fault: G253/SA0........................Tested (0.00134794 s)
Current Fault: G131/SA1........................Tested (0.0018354 s)
Current Fault: G131/SA0........................Tested (0.00219447 s)
Current Fault: G176/SA1........................Tested (0.00176706 s)
Current Fault: G176/SA0........................Tested (0.00154236 s)
Current Fault: G277/SA1........................Tested (0.00154527 s)
Current Fault: G277/SA0........................Tested (0.00152103 s)
Current Fault: G278/SA1........................Tested (0.00131245 s)
Current Fault: G278/SA0........................Tested (0.00153792 s)
Current Fault: G110/SA1........................Tested (0.00147964 s)
Current Fault: G110/SA0........................Tested (0.00189726 s)
Current Fault: G134/SA1........................Tested (0.00211907 s)
Current Fault: G134/SA0........................Tested (0.00194866 s)
Current Fault: G135/SA1........................Tested (0.00118886 s)
Current Fault: G135/SA0........................Tested (0.00119455 s)
Current Fault: G48/SA1.........................Tested (0.00109613 s)
Current Fault: G48/SA0.........................Tested (0.000551933 s)
Current Fault: G205/SA1........................Tested (0.00243617 s)
Current Fault: G205/SA0........................Tested (0.00227204 s)
Current Fault: G138/SA1........................Tested (0.000739918 s)
Current Fault: G138/SA0........................Tested (0.000717739 s)
Current Fault: G299/SA1........................Tested (0.00138843 s)
Current Fault: G299/SA0........................Tested (0.000791092 s)
Current Fault: G156/SA1........................Tested (0.00185134 s)
Current Fault: G156/SA0........................Tested (0.00173649 s)
Current Fault: G254/SA1........................Tested (0.000983355 s)
Current Fault: G254/SA0........................Tested (0.000945296 s)
Current Fault: G57/SA1.........................Tested (0.00190066 s)
Current Fault: G57/SA0.........................Tested (0.0016051 s)
Current Fault: G128/SA1........................Tested (0.000568864 s)
Current Fault: G128/SA0........................Tested (0.000769335 s)
Current Fault: G232/SA1........................Tested (0.00149245 s)
Current Fault: G232/SA0........................Tested (0.00149914 s)
Current Fault: G233/SA1........................Tested (0.0014505 s)
Current Fault: G233/SA0........................Tested (0.00173682 s)
Current Fault: G248/SA1........................Tested (0.00137841 s)
Current Fault: G248/SA0........................Tested (0.00154392 s)
Current Fault: G54/SA1.........................Tested (0.00100674 s)
Current Fault: G54/SA0.........................Tested (0.000404563 s)
Current Fault: G44/SA1.........................Tested (0.0012135 s)
Current Fault: G44/SA0.........................Tested (0.00062878 s)
Current Fault: G265/SA1........................Tested (0.00189749 s)
Current Fault: G265/SA0........................Tested (0.00187091 s)
Current Fault: G252/SA1........................Tested (0.00110195 s)
Current Fault: G252/SA0........................Tested (0.0013707 s)
Current Fault: G141/SA1........................Tested (0.000928183 s)
Current Fault: G141/SA0........................Tested (0.00133487 s)
Current Fault: G129/SA1........................Tested (0.000588845 s)
Current Fault: G129/SA0........................Tested (0.000569944 s)
Current Fault: G295/SA1........................Tested (0.00117363 s)
Current Fault: G295/SA0........................Tested (0.000556124 s)
Current Fault: G65/SA1.........................Tested (0.0023121 s)
Current Fault: G65/SA0.........................Tested (0.00209254 s)
Current Fault: G321/SA1........................Tested (0.000918916 s)
Current Fault: G321/SA0........................Tested (0.000375583 s)
Current Fault: G241/SA1........................Tested (0.00129091 s)
Current Fault: G241/SA0........................Tested (0.00144831 s)
Current Fault: G270/SA1........................Tested (0.00145105 s)
Current Fault: G270/SA0........................Tested (0.00150222 s)
Current Fault: G148/SA1........................Tested (0.00151857 s)
Current Fault: G148/SA0........................Tested (0.00197649 s)
Current Fault: G326/SA1........................Tested (0.000931901 s)
Current Fault: G326/SA0........................Tested (0.000440599 s)
Current Fault: G289/SA1........................Tested (0.000970451 s)
Current Fault: G289/SA0........................Tested (0.000406922 s)
Current Fault: G329/SA1........................Tested (0.000964867 s)
Current Fault: G329/SA0........................Tested (0.000409709 s)
Current Fault: G284/SA1........................Tested (0.00175373 s)
Current Fault: G284/SA0........................Tested (0.00188814 s)
Current Fault: G200/SA1........................Tested (0.00131274 s)
Current Fault: G200/SA0........................Tested (0.00151202 s)
Current Fault: G167/SA1........................Tested (0.00133177 s)
Current Fault: G167/SA0........................Tested (0.00156029 s)
Current Fault: G234/SA1........................Tested (0.00153427 s)
Current Fault: G234/SA0........................Tested (0.00189183 s)
Current Fault: I133/SA1........................Tested (0.00155746 s)
Current Fault: I133/SA0........................Tested (0.00160973 s)
Current Fault: G116/SA1........................Tested (0.00141958 s)
Current Fault: G116/SA0........................Tested (0.00134595 s)
Current Fault: G191/SA1........................Tested (0.00138402 s)
Current Fault: G191/SA0........................Tested (0.00128528 s)
Current Fault: G164/SA1........................Tested (0.00131708 s)
Current Fault: G164/SA0........................Tested (0.00128102 s)
Current Fault: G103/SA1........................Tested (0.00129461 s)
Current Fault: G103/SA0........................Tested (0.00131492 s)
Current Fault: G117/SA1........................Tested (0.00132583 s)
Current Fault: G117/SA0........................Tested (0.00149059 s)
Current Fault: G251/SA1........................Tested (0.00107419 s)
Current Fault: G251/SA0........................Tested (0.00127496 s)
Current Fault: G283/SA1........................Tested (0.00109119 s)
Current Fault: G283/SA0........................Tested (0.00152141 s)
Current Fault: G286/SA1........................Tested (0.0015402 s)
Current Fault: G286/SA0........................Tested (0.00132172 s)
Current Fault: G291/SA1........................Tested (0.000934201 s)
Current Fault: G291/SA0........................Tested (0.00039136 s)
Current Fault: G311/SA1........................Tested (0.000910942 s)
Current Fault: G311/SA0........................Tested (0.000380859 s)
Current Fault: G63/SA1.........................Tested (0.000924194 s)
Current Fault: G63/SA0.........................Tested (0.000817452 s)
Current Fault: G304/SA1........................Tested (0.00095896 s)
Current Fault: G304/SA0........................Tested (0.00112056 s)
Current Fault: G209/SA1........................Tested (0.00114299 s)
Current Fault: G209/SA0........................Tested (0.00136426 s)
Current Fault: G194/SA1........................Tested (0.00196087 s)
Current Fault: G194/SA0........................Tested (0.00221102 s)
Current Fault: G193/SA1........................Tested (0.00195282 s)
Current Fault: G193/SA0........................Tested (0.00205122 s)
Current Fault: G114/SA1........................Tested (0.00148413 s)
Current Fault: G114/SA0........................Tested (0.00126471 s)
Current Fault: G187/SA1........................Tested (0.00145734 s)
Current Fault: G187/SA0........................Tested (0.00134168 s)
Current Fault: G244/SA1........................Tested (0.00132654 s)
Current Fault: G244/SA0........................Tested (0.00109867 s)
Current Fault: G127/SA1........................Tested (0.00055339 s)
Current Fault: G127/SA0........................Tested (0.000930176 s)
Current Fault: G213/SA1........................Tested (0.00114039 s)
Current Fault: G213/SA0........................Tested (0.00151758 s)
Current Fault: G316/SA1........................Tested (0.000967439 s)
Current Fault: G316/SA0........................Tested (0.000736135 s)
Current Fault: G268/SA1........................Tested (0.00127147 s)
Current Fault: G268/SA0........................Tested (0.00129374 s)
Current Fault: G160/SA1........................Tested (0.00160623 s)
Current Fault: G160/SA0........................Tested (0.00137124 s)
Current Fault: G236/SA1........................Tested (0.00169963 s)
Current Fault: G236/SA0........................Tested (0.00179671 s)
Current Fault: G282/SA1........................Tested (0.0011519 s)
Current Fault: G282/SA0........................Tested (0.00153754 s)
Current Fault: G105/SA1........................Tested (0.00337463 s)
Current Fault: G105/SA0........................Tested (0.0024744 s)
Current Fault: G121/SA1........................Tested (0.000895605 s)
Current Fault: G121/SA0........................Tested (0.00113018 s)
Current Fault: G249/SA1........................Tested (0.00107737 s)
Current Fault: G249/SA0........................Tested (0.00130622 s)
Current Fault: G235/SA1........................Tested (0.00144965 s)
Current Fault: G235/SA0........................Tested (0.00176261 s)
Current Fault: G276/SA1........................Tested (0.00145381 s)
Current Fault: G276/SA0........................Tested (0.00129236 s)
Current Fault: G240/SA1........................Tested (0.00152255 s)
Current Fault: G240/SA0........................Tested (0.00149186 s)
Current Fault: G109/SA1........................Tested (0.00173117 s)
Current Fault: G109/SA0........................Tested (0.00194193 s)
Current Fault: G242/SA1........................Tested (0.00176627 s)
Current Fault: G242/SA0........................Tested (0.00120861 s)
Current Fault: G108/SA1........................Tested (0.0016882 s)
Current Fault: G108/SA0........................Tested (0.00169691 s)
Current Fault: G180/SA1........................Tested (0.00166712 s)
Current Fault: G180/SA0........................Tested (0.00156647 s)
Current Fault: G122/SA1........................Tested (0.00144099 s)
Current Fault: G122/SA0........................Tested (0.00203762 s)
Current Fault: G226/SA1........................Tested (0.00124456 s)
Current Fault: G226/SA0........................Tested (0.00167703 s)
Current Fault: G262/SA1........................Tested (0.0018252 s)
Current Fault: G262/SA0........................Tested (0.00201646 s)
Current Fault: G149/SA1........................Tested (0.0020818 s)
Current Fault: G149/SA0........................Tested (0.00195015 s)
Current Fault: G179/SA1........................Tested (0.00114588 s)
Current Fault: G179/SA0........................Tested (0.00152314 s)
Current Fault: G78/SA1.........................Tested (0.00150411 s)
Current Fault: G78/SA0.........................Tested (0.000907502 s)
Current Fault: G300/SA1........................Tested (0.000190559 s)
Current Fault: G300/SA0........................Tested (0.00175446 s)
Current Fault: G197/SA1........................Tested (0.00150172 s)
Current Fault: G197/SA0........................Tested (0.00235789 s)
Current Fault: G139/SA1........................Tested (0.000733745 s)
Current Fault: G139/SA0........................Tested (0.000702126 s)
Current Fault: G52/SA1.........................Tested (0.000935422 s)
Current Fault: G52/SA0.........................Tested (0.000744617 s)
Current Fault: G55/SA1.........................Tested (0.000188815 s)
Current Fault: G55/SA0.........................Tested (0.0010948 s)
Current Fault: G296/SA1........................Tested (0.000185826 s)
Current Fault: G296/SA0........................Tested (0.000912227 s)
Current Fault: G312/SA1........................Tested (0.000186927 s)
Current Fault: G312/SA0........................Tested (0.00109783 s)
Current Fault: G255/SA1........................Tested (0.00130222 s)
Current Fault: G255/SA0........................Tested (0.000913492 s)
Current Fault: G293/SA1........................Tested (0.002419 s)
Current Fault: G293/SA0........................Tested (0.00133511 s)
Current Fault: G175/SA1........................Tested (0.00135063 s)
Current Fault: G175/SA0........................Tested (0.00152999 s)
Current Fault: G58/SA1.........................Tested (0.00179328 s)
Current Fault: G58/SA0.........................Tested (0.00198086 s)
Current Fault: G303/SA1........................Tested (0.00111429 s)
Current Fault: G303/SA0........................Tested (0.000948469 s)
Current Fault: G47/SA1.........................Tested (0.000185984 s)
Current Fault: G47/SA0.........................Tested (0.00111655 s)
Current Fault: G207/SA1........................Tested (0.00236344 s)
Current Fault: G207/SA0........................Tested (0.00166826 s)
Current Fault: G298/SA1........................Tested (0.000214885 s)
Current Fault: G298/SA0........................Tested (0.00134169 s)
Current Fault: G146/SA1........................Tested (0.00113137 s)
Current Fault: G146/SA0........................Tested (0.00183758 s)
Current Fault: G81/SA1.........................Tested (0.00143691 s)
Current Fault: G81/SA0.........................Tested (0.00127254 s)
Current Fault: G53/SA1.........................Tested (0.000185546 s)
Current Fault: G53/SA0.........................Tested (0.000958766 s)
Current Fault: G43/SA1.........................Tested (0.00019153 s)
Current Fault: G43/SA0.........................Tested (0.00114139 s)
Current Fault: G305/SA1........................Tested (0.00125454 s)
Current Fault: G305/SA0........................Tested (0.00088049 s)
Current Fault: G271/SA1........................Tested (0.00107785 s)
Current Fault: G271/SA0........................Tested (0.00149549 s)
Current Fault: G325/SA1........................Tested (0.000192397 s)
Current Fault: G325/SA0........................Tested (0.000923164 s)
Current Fault: G288/SA1........................Tested (0.000198069 s)
Current Fault: G288/SA0........................Tested (0.000962182 s)
Current Fault: G327/SA1........................Tested (0.000213598 s)
Current Fault: G327/SA0........................Tested (0.000997102 s)
Current Fault: G285/SA1........................Tested (0.0017075 s)
Current Fault: G285/SA0........................Tested (0.00138661 s)
Current Fault: G192/SA1........................Tested (0.00135327 s)
Current Fault: G192/SA0........................Tested (0.00135828 s)
Current Fault: G165/SA1........................Tested (0.00127292 s)
Current Fault: G165/SA0........................Tested (0.0012737 s)
Current Fault: G231/SA1........................Tested (0.00154663 s)
Current Fault: G231/SA0........................Tested (0.0014859 s)
Current Fault: G104/SA1........................Tested (0.00135484 s)
Current Fault: G104/SA0........................Tested (0.00132761 s)
Current Fault: G290/SA1........................Tested (0.000187037 s)
Current Fault: G290/SA0........................Tested (0.000954803 s)
Current Fault: G310/SA1........................Tested (0.000186682 s)
Current Fault: G310/SA0........................Tested (0.00092129 s)
Current Fault: G308/SA1........................Tested (0.000888994 s)
Current Fault: G308/SA0........................Tested (0.000723754 s)
Current Fault: G210/SA1........................Tested (0.000730401 s)
Current Fault: G210/SA0........................Tested (0.00126438 s)
Current Fault: G173/SA1........................Tested (0.00188211 s)
Current Fault: G173/SA0........................Tested (0.00182452 s)
Current Fault: G269/SA1........................Tested (0.00125256 s)
Current Fault: G269/SA0........................Tested (0.00148638 s)
Current Fault: G184/SA1........................Tested (0.00128566 s)
Current Fault: G184/SA0........................Tested (0.00144596 s)
Current Fault: G51/SA1.........................Tested (0.000733261 s)
Current Fault: G51/SA0.........................Tested (0.000571843 s)
Current Fault: G212/SA1........................Tested (0.00133734 s)
Current Fault: G212/SA0........................Tested (0.00116267 s)
Current Fault: G320/SA1........................Tested (0.000965679 s)
Current Fault: G320/SA0........................Tested (0.000390895 s)
Current Fault: G157/SA1........................Tested (0.00135951 s)
Current Fault: G157/SA0........................Tested (0.00149826 s)
Current Fault: G217/SA1........................Tested (0.00186225 s)
Current Fault: G217/SA0........................Tested (0.00175643 s)
Current Fault: G274/SA1........................Tested (0.00146412 s)
Current Fault: G274/SA0........................Tested (0.00115344 s)
Current Fault: G106/SA1........................Tested (0.00261329 s)
Current Fault: G106/SA0........................Tested (0.00182303 s)
Current Fault: G324/SA1........................Tested (0.00117732 s)
Current Fault: G324/SA0........................Tested (0.000970887 s)
Current Fault: G153/SA1........................Tested (0.00152578 s)
Current Fault: G153/SA0........................Tested (0.00122086 s)
Current Fault: G222/SA1........................Tested (0.00174114 s)
Current Fault: G222/SA0........................Tested (0.00145888 s)
Current Fault: G154/SA1........................Tested (0.00128758 s)
Current Fault: G154/SA0........................Tested (0.00147247 s)
Current Fault: G224/SA1........................Tested (0.00160518 s)
Current Fault: G224/SA0........................Tested (0.00158987 s)
Current Fault: G266/SA1........................Tested (0.00183431 s)
Current Fault: G266/SA0........................Tested (0.00167198 s)
Current Fault: G227/SA1........................Tested (0.00113175 s)
Current Fault: G227/SA0........................Tested (0.00130477 s)
Current Fault: G46/SA1.........................Tested (0.00189408 s)
Current Fault: G46/SA0.........................Tested (0.000773608 s)
Current Fault: G263/SA1........................Tested (0.00193322 s)
Current Fault: G263/SA0........................Tested (0.00207131 s)
Current Fault: G150/SA1........................Tested (0.000800783 s)
Current Fault: G150/SA0........................Tested (0.00195036 s)
Current Fault: G69/SA1.........................Tested (0.00153259 s)
Current Fault: G69/SA0.........................Tested (0.000955334 s)
Current Fault: G66/SA1.........................Tested (0.00227388 s)
Current Fault: G66/SA0.........................Tested (0.00155006 s)
Current Fault: G306/SA1........................Tested (0.00077905 s)
Current Fault: G306/SA0........................Tested (0.000786228 s)
Current Fault: G84/SA1.........................Tested (0.000966401 s)
Current Fault: G84/SA0.........................Tested (0.000918796 s)
Current Fault: G294/SA1........................Tested (0.00110918 s)
Current Fault: G294/SA0........................Tested (0.00127867 s)
Current Fault: G62/SA1.........................Tested (0.00185634 s)
Current Fault: G62/SA0.........................Tested (0.000722343 s)
Current Fault: G307/SA1........................Tested (0.00125432 s)
Current Fault: G307/SA0........................Tested (0.000799068 s)
